vehicle_brand,vehicle_type,battery_chemistry,drive_type,cycle_count,odometer_km,vehicle_age_years,capacity_loss_percent,cell_voltage_std,internal_resistance,thermal_runaway_risk,battery_stress_index,daily_distance,manufacturing_year,battery_capacity_kwh,depth_of_discharge,battery_failure
Nissan,Hatchback,LMO,FWD,915.0,240419.0,9.99,52.79,,0.14208,54.8,25.5,79.4,2016.0,53.18,46.51,1
Tesla,Sedan,NCA,FWD,230.0,61479.0,1.61,22.54,0.01992,0.4724,81.0,97.4,109.3,2024.0,65.93,52.43,1
BYD,Truck,LFP,FWD,196.0,,10.24,6.66,0.01658,0.658,37.3,32.2,32.9,2016.0,124.34,33.73,0
GM,SUV,NMC,FWD,207.0,84917.0,7.91,11.91,0.01584,0.542,49.1,30.2,37.0,2018.0,96.74,38.67,0
BMW,Van,NMC,AWD,450.0,224992.0,,27.45,0.03464,0.6696,64.7,37.0,92.9,2018.0,90.49,32.7,1
BYD,Crossover,LFP,FWD,135.0,33774.0,2.73,0.73,0.00835,0.5805,29.2,5.1,27.9,2023.0,62.13,23.41,0
Tesla,Truck,NCA,FWD,299.0,188370.0,6.1,19.35,0.02047,0.4974,67.6,61.4,95.9,2020.0,116.28,31.46,0
Audi,SUV,NMC,FWD,767.0,353460.0,10.21,33.06,0.02919,0.6688,62.2,52.1,111.3,2016.0,89.31,58.85,1
Kia,SUV,NMC,FWD,741.0,402859.0,10.03,36.1,0.0257,0.6943,58.4,60.6,133.1,2016.0,95.14,35.43,1
Tesla,Crossover,NCA,AWD,153.0,37803.0,2.79,6.78,0.00956,0.3822,67.4,42.1,48.6,2023.0,59.89,55.19,0
MG,Sedan,NMC,RWD,24.0,500.0,3.95,3.75,0.00919,0.4206,49.0,34.8,3.0,2022.0,58.42,39.78,0
Volkswagen,Crossover,NMC,AWD,847.0,317031.0,8.86,34.55,0.02848,0.6999,63.3,56.8,120.5,2017.0,77.62,25.94,1
,SUV,NCA,AWD,617.0,289950.0,9.95,39.37,0.03387,0.6087,77.0,33.1,96.6,2016.0,89.82,32.32,1
Nissan,SUV,NMC,AWD,,128529.0,8.83,16.35,0.01755,0.5415,68.3,64.4,45.9,2017.0,95.67,45.51,0
Tata,Crossover,LTO,AWD,276.0,129962.0,11.11,1.85,0.01616,0.2469,13.8,16.6,40.8,2015.0,64.42,17.2,0
Nissan,Hatchback,NMC,FWD,89.0,34157.0,3.98,9.2,0.0192,0.5382,78.9,52.7,32.0,2022.0,54.99,25.02,0
MG,Crossover,NMC,AWD,580.0,,6.19,33.15,0.02847,0.6575,59.2,62.1,96.3,2020.0,63.6,48.34,1
MG,Hatchback,NMC,FWD,980.0,202990.0,7.71,41.22,0.04022,0.7601,68.7,54.3,89.2,2018.0,39.58,54.16,1
Tesla,Sedan,NMC,FWD,310.0,94103.0,3.7,21.25,0.01529,0.5429,47.0,22.8,77.9,2022.0,61.54,33.73,0
GM,Crossover,NMC,FWD,228.0,97397.0,8.01,9.22,0.01336,0.427,47.5,0.6,39.3,2018.0,77.6,11.61,0
Nissan,Hatchback,LMO,AWD,944.0,190958.0,5.12,67.33,0.05044,1.1539,83.0,77.9,130.4,2021.0,39.99,59.26,1
Tesla,Hatchback,,AWD,498.0,101014.0,6.93,32.26,0.02229,0.5353,70.5,17.8,51.3,2019.0,43.45,19.27,0
Kia,Sedan,NMC,AWD,822.0,281964.0,8.04,39.51,0.0355,0.7299,66.9,56.6,116.6,2018.0,67.05,55.12,1
Volkswagen,Hatchback,NMC,AWD,630.0,152179.0,4.91,29.29,0.02938,0.6256,64.7,29.7,96.4,2021.0,46.73,31.68,0
,Truck,LFP,RWD,84.0,47448.0,3.1,0.2,0.00834,0.5605,18.1,14.4,53.5,2023.0,95.75,36.38,0
Tesla,Hatchback,NCA,AWD,814.0,181704.0,9.81,37.8,0.03251,0.5958,76.4,28.0,61.7,2016.0,47.43,45.56,1
Rivian,Hatchback,NMC,FWD,,209370.0,4.9,44.22,,0.8395,76.1,76.0,138.3,2021.0,41.79,42.75,1
Tesla,Sedan,NCA,FWD,,75544.0,3.12,13.72,0.02056,0.413,61.5,29.2,71.8,2023.0,68.22,35.65,0
Tata,Van,NMC,FWD,85.0,22447.0,3.01,0.2,0.00415,0.4205,48.8,0.0,40.8,2023.0,86.15,21.13,0
GM,Crossover,LFP,FWD,942.0,328558.0,10.98,16.23,0.02593,0.6929,24.3,67.1,100.2,2015.0,75.24,49.5,1
Volkswagen,Sedan,,FWD,43.0,500.0,6.01,0.2,0.01223,0.3547,51.0,18.5,3.0,2020.0,71.64,38.37,0
BMW,Van,NCA,AWD,834.0,320380.0,10.14,40.6,0.0292,0.5837,77.5,71.9,106.6,2016.0,80.5,60.73,1
Renault,Hatchback,LMO,AWD,1979.0,380595.0,7.92,71.18,0.03713,1.0525,74.6,87.9,155.0,,38.09,62.03,1
Kia,Sedan,NMC,FWD,57.0,29212.0,4.98,0.51,0.01341,0.4383,43.9,15.1,17.8,2021.0,62.45,39.21,0
Tata,SUV,NMC,AWD,586.0,352178.0,10.89,,0.03704,0.681,55.8,43.4,106.6,2015.0,107.33,48.15,1
Mercedes,Van,NMC,AWD,185.0,101111.0,7.87,10.49,0.02091,0.4918,46.1,49.8,38.6,2018.0,93.95,36.04,0
Kia,Van,NMC,RWD,,275466.0,9.14,,0.03408,0.8076,75.3,69.1,104.6,2017.0,80.61,41.12,1
Tesla,Sedan,NCA,RWD,713.0,240488.0,9.96,40.8,0.03356,0.6666,76.6,31.4,83.3,2016.0,69.51,31.22,1
Tesla,Sedan,NCA,FWD,1318.0,450000.0,9.76,53.79,0.0355,0.7123,86.3,,154.8,,66.2,29.37,1
Tesla,Hatchback,NCA,FWD,948.0,228246.0,6.19,50.49,0.04007,0.7989,92.0,57.5,120.9,2020.0,46.2,42.63,1
Hyundai,Crossover,NMC,FWD,801.0,221761.0,6.88,36.54,0.03687,0.6804,62.9,35.1,113.6,2019.0,56.35,20.36,1
,Crossover,NMC,FWD,233.0,80170.0,9.0,20.1,0.02129,0.6342,68.8,57.2,28.7,2017.0,81.57,24.38,1
Tesla,Crossover,NCA,RWD,620.0,245511.0,6.03,35.64,0.02523,0.5735,75.9,33.9,127.5,2020.0,72.72,41.45,1
BYD,Crossover,LTO,AWD,777.0,101949.0,11.02,0.2,0.01164,0.2029,11.3,1.2,28.8,2015.0,65.6,18.27,0
Renault,Truck,NMC,FWD,182.0,160679.0,6.84,7.04,0.02016,0.4244,39.4,21.2,79.0,2019.0,129.88,24.84,0
BYD,SUV,LFP,AWD,67.0,50264.0,7.07,0.2,0.00997,0.5737,21.5,16.8,,2019.0,88.41,21.27,0
Lucid,SUV,NMC,FWD,256.0,89430.0,2.98,14.02,0.01597,0.5342,54.5,24.0,99.4,2023.0,94.27,44.31,0
Nissan,Sedan,NMC,FWD,743.0,221700.0,8.74,37.05,0.02773,0.6684,67.2,72.2,83.4,2017.0,57.76,55.9,1
Honda,SUV,NMC,FWD,1.0,26616.0,,3.69,0.01207,0.4264,52.1,45.6,28.5,2023.0,94.29,60.27,0
Honda,Crossover,NMC,FWD,25.0,32802.0,11.01,11.08,0.02485,0.5691,70.0,88.9,10.1,2015.0,75.25,53.36,1
GM,Truck,LFP,AWD,46.0,29106.0,4.11,0.2,0.01331,0.5503,27.8,25.6,29.4,2022.0,118.77,38.83,0
Kia,Hatchback,NMC,RWD,919.0,239423.0,7.88,46.93,,0.8359,84.9,54.1,99.2,2018.0,52.86,37.52,1
Tesla,Hatchback,NMC,FWD,1805.0,274016.0,10.15,63.58,0.04557,1.0831,84.3,74.6,86.2,2016.0,30.04,,1
Renault,Hatchback,NMC,FWD,731.0,187832.0,9.0,34.78,0.03276,0.7513,76.6,60.3,72.6,2017.0,50.41,42.37,1
GM,Crossover,NMC,RWD,,132155.0,4.02,21.89,0.02757,0.5667,56.3,53.9,109.0,2022.0,69.14,45.44,1
Tesla,SUV,NMC,RWD,1.0,11088.0,1.88,0.2,0.01127,0.3645,40.8,15.6,14.7,2024.0,91.99,52.93,0
Hyundai,Sedan,LFP,AWD,522.0,227387.0,10.91,2.95,0.01386,0.5909,22.5,6.8,70.0,2015.0,82.62,7.69,0
Mercedes,Truck,NMC,RWD,304.0,198221.0,5.02,20.15,0.0224,0.5064,61.8,36.3,124.9,2021.0,114.88,32.04,0
Volkswagen,Truck,NMC,FWD,346.0,181875.0,4.89,17.81,0.01727,0.5151,55.7,26.5,130.6,2021.0,102.64,29.61,0
Mercedes,Crossover,NMC,RWD,821.0,208505.0,7.9,42.74,0.02875,,65.7,36.1,89.8,2018.0,53.06,24.82,1
Toyota,Sedan,LFP,FWD,144.0,57330.0,2.1,5.72,0.01492,0.6113,19.3,60.4,100.3,2024.0,63.9,51.1,0
Ford,Crossover,NMC,,328.0,101133.0,10.21,21.22,0.0334,0.5573,50.9,0.0,40.8,2016.0,58.24,13.85,0
Ford,Truck,NMC,AWD,485.0,321478.0,10.08,29.89,0.036,0.6197,57.7,52.7,101.7,,120.8,48.96,1
GM,SUV,LFP,FWD,358.0,115308.0,10.95,,0.02006,,34.1,98.9,39.2,2015.0,85.99,53.56,1
Tesla,Sedan,NCA,AWD,516.0,140573.0,8.88,33.81,0.03446,0.694,89.4,74.7,53.2,,58.09,57.08,1
Hyundai,Sedan,LFP,FWD,106.0,27596.0,,0.22,0.01689,0.5359,28.3,30.1,7.9,2015.0,59.42,36.49,0
,Sedan,NMC,RWD,842.0,227664.0,10.36,36.68,0.03192,0.6761,66.6,47.4,74.0,2016.0,58.97,44.01,1
Renault,Hatchback,NMC,FWD,50.0,15929.0,3.29,0.91,0.01289,0.3485,50.6,0.0,20.8,2023.0,59.41,27.55,0
BYD,Hatchback,LFP,AWD,1126.0,246940.0,6.8,19.92,0.01734,0.7949,30.2,58.8,,2019.0,47.79,46.9,0
Hyundai,Hatchback,LFP,RWD,847.0,209481.0,8.83,17.25,0.02413,0.7317,31.3,48.1,77.4,2017.0,45.25,48.2,0
BYD,Sedan,LFP,RWD,331.0,50283.0,5.0,2.12,0.0113,0.5821,15.3,,29.1,2021.0,62.13,42.16,0
Toyota,Hatchback,NMC,AWD,734.0,167744.0,8.97,33.96,0.03135,0.6633,50.0,25.6,63.8,2017.0,45.99,40.33,0
Tesla,Truck,NMC,FWD,535.0,308627.0,7.91,30.71,0.0275,0.628,64.5,87.2,130.3,2018.0,122.96,58.24,1
BMW,Van,NMC,RWD,305.0,160845.0,8.96,15.39,0.02374,0.4749,59.9,44.4,58.4,2017.0,97.74,17.28,0
Tata,Crossover,NMC,RWD,697.0,282995.0,10.93,33.31,0.03234,,62.4,27.8,83.4,2015.0,81.86,34.56,1
Volkswagen,Truck,,FWD,44.0,4296.0,11.02,1.67,0.0022,0.4106,36.5,34.8,3.0,2015.0,113.38,30.67,0
MG,,LFP,,28.0,,7.9,,0.01311,0.5731,18.2,18.2,15.7,2018.0,79.04,20.75,0
Mercedes,Hatchback,NCA,FWD,683.0,146207.0,10.85,,0.03186,0.6801,68.9,33.8,48.0,2015.0,42.51,36.87,1
GM,Crossover,NMC,FWD,893.0,295213.0,9.09,44.26,0.03294,0.8002,79.7,63.9,110.0,2017.0,70.11,50.56,1
Hyundai,Hatchback,NMC,FWD,109.0,44838.0,1.8,4.18,0.01335,0.4004,51.3,25.7,,,47.23,40.62,0
Volvo,Crossover,NMC,RWD,568.0,,9.97,30.96,0.01964,0.6847,,26.8,73.5,2016.0,82.49,35.11,1
Hyundai,Crossover,NMC,RWD,214.0,87679.0,2.99,,0.00975,0.4632,42.5,28.7,95.0,2023.0,73.63,26.52,0
,Hatchback,LFP,AWD,718.0,162956.0,,8.26,0.02008,0.62,18.0,7.2,61.9,2017.0,38.82,37.4,0
Nissan,Van,LMO,AWD,592.0,265090.0,6.03,47.51,0.03543,0.9199,62.1,17.5,143.4,2020.0,89.31,37.79,1
Tesla,Hatchback,NCA,FWD,737.0,190599.0,6.23,46.05,0.03304,0.7097,73.6,,,2020.0,53.6,32.13,1
Mercedes,Sedan,NCA,FWD,309.0,91507.0,5.99,17.85,0.02011,0.4131,63.4,26.0,48.1,2020.0,56.18,46.19,0
Mercedes,Hatchback,NMC,FWD,1034.0,226789.0,9.74,42.24,0.02808,0.7465,77.9,26.7,74.7,2016.0,41.08,30.3,1
Mercedes,Truck,NMC,AWD,743.0,379596.0,10.85,42.13,0.03658,0.801,72.2,70.6,116.8,2015.0,,33.01,1
Volvo,Crossover,NMC,FWD,957.0,288159.0,10.96,39.04,0.03425,0.7228,73.9,24.1,88.1,2015.0,63.17,26.5,1
BYD,SUV,LFP,FWD,306.0,164501.0,6.08,14.41,0.01825,0.8832,49.6,70.9,93.4,2020.0,91.03,37.14,0
BMW,Sedan,NCA,FWD,808.0,249270.0,8.93,51.99,0.03027,0.8426,84.6,71.0,93.7,2017.0,62.11,31.02,1
Nissan,Hatchback,LMO,AWD,360.0,70268.0,8.98,34.46,0.03464,,59.9,0.0,29.5,2017.0,37.45,33.19,1
Audi,Hatchback,NMC,FWD,932.0,167525.0,6.85,39.18,0.03094,0.7971,76.4,27.3,85.4,2019.0,35.93,19.3,0
Ford,Crossover,NMC,AWD,655.0,270997.0,8.91,29.56,0.03257,0.6108,64.1,60.6,102.7,2017.0,76.8,63.39,1
Rivian,Hatchback,NMC,FWD,584.0,166052.0,6.28,30.53,0.02414,0.679,84.4,54.2,87.5,2020.0,63.87,37.02,1
Tesla,SUV,NCA,FWD,524.0,214841.0,6.91,29.53,0.02109,0.4619,73.3,17.7,99.4,2019.0,77.95,21.55,0
Kia,Hatchback,NMC,FWD,917.0,167945.0,11.07,42.9,0.03279,0.7706,62.5,26.9,49.4,2015.0,35.48,41.02,1
Tata,Crossover,NMC,AWD,72.0,19384.0,8.13,4.96,,0.4488,45.1,47.3,,2018.0,89.81,38.59,0
Renault,SUV,NMC,AWD,1096.0,450000.0,10.87,43.48,0.03163,0.7186,66.6,60.4,141.3,2015.0,87.85,46.98,1
BYD,Hatchback,NMC,FWD,942.0,164603.0,8.91,34.97,0.02981,0.7245,61.9,15.4,58.4,2017.0,34.58,33.04,0
Tesla,SUV,NCA,FWD,447.0,191051.0,11.21,35.54,0.03305,0.7209,86.5,,55.9,2015.0,95.09,38.39,1
Renault,Sedan,LMO,RWD,743.0,240913.0,11.12,51.54,0.03792,0.8863,64.0,19.8,71.9,2015.0,68.18,44.25,1
Hyundai,Crossover,,FWD,528.0,197840.0,7.89,23.81,0.03029,0.5666,52.0,16.8,83.8,2018.0,67.44,25.72,1
Lucid,Hatchback,NCA,RWD,838.0,198461.0,7.79,45.98,0.03758,0.6783,75.3,41.0,81.4,2018.0,45.98,33.15,1
,SUV,NMC,FWD,385.0,168112.0,8.93,,0.02824,0.6487,67.4,41.6,68.8,2017.0,97.59,40.39,1
Volkswagen,,NMC,FWD,,329066.0,11.13,57.88,0.03925,0.9522,81.2,93.6,95.8,2015.0,46.28,,1
Ford,Hatchback,NMC,RWD,,223514.0,11.04,,0.0313,0.8008,65.9,23.7,68.4,2015.0,42.58,47.75,1
Tesla,SUV,,RWD,247.0,88108.0,6.12,18.39,,0.4786,61.7,29.0,40.2,2020.0,78.25,35.55,0
Volkswagen,SUV,NMC,FWD,334.0,134791.0,6.94,20.96,0.02697,0.523,54.3,50.9,64.3,2019.0,,42.2,1
Audi,SUV,NMC,RWD,,500.0,8.28,0.2,0.00419,0.3109,45.7,18.4,3.0,2018.0,86.45,22.74,0
Tesla,Sedan,NMC,RWD,857.0,290529.0,7.45,39.25,0.02955,0.7071,72.9,64.9,128.1,2019.0,65.23,60.97,1
Renault,Sedan,NMC,RWD,370.0,127796.0,4.21,23.45,0.01612,0.5821,60.3,82.3,101.3,2022.0,64.34,50.29,1
Rivian,,NCA,AWD,211.0,52037.0,1.96,16.74,0.01653,0.5306,61.9,50.2,102.3,2024.0,,35.28,0
Toyota,Hatchback,NMC,FWD,8.0,730.0,2.24,0.2,0.00911,0.3529,45.3,42.8,3.0,2024.0,48.96,28.51,0
Tesla,Truck,NCA,FWD,499.0,312308.0,8.96,34.19,0.02701,0.5754,80.6,21.6,118.4,2017.0,129.28,39.02,1
BYD,Hatchback,LFP,AWD,1341.0,265664.0,11.02,19.49,0.02422,0.8302,,34.1,84.6,2015.0,41.36,52.3,0
Toyota,Hatchback,NMC,AWD,261.0,60219.0,8.01,11.14,0.01801,0.4869,,27.5,29.9,2018.0,43.13,39.85,0
Toyota,Crossover,,FWD,828.0,279437.0,8.93,33.15,0.03247,0.6501,55.3,26.4,100.1,2017.0,64.41,25.62,1
Tesla,Hatchback,NCA,AWD,936.0,192098.0,7.11,50.53,0.03679,0.6999,81.5,52.5,85.9,2019.0,,41.28,1
BYD,Hatchback,LFP,FWD,64.0,36416.0,1.93,0.2,0.01402,0.5903,10.3,0.0,65.1,2024.0,41.42,39.67,0
Mercedes,SUV,NMC,FWD,656.0,312469.0,8.01,33.87,0.02632,0.6752,60.8,53.1,125.1,2018.0,87.77,31.66,1
Nissan,Crossover,NMC,AWD,36.0,41331.0,1.99,0.2,0.01004,0.4139,44.9,30.0,67.1,2024.0,77.33,46.07,0
Kia,Crossover,,AWD,134.0,43563.0,9.75,5.72,0.0239,0.4078,46.1,2.4,16.2,2016.0,66.33,15.69,0
Honda,SUV,NMC,RWD,19.0,500.0,1.99,0.2,0.01017,0.3947,44.9,2.6,3.0,2024.0,78.09,28.79,0
Nissan,Sedan,LMO,FWD,297.0,119305.0,9.31,36.04,0.02973,0.8293,70.9,70.1,45.3,2017.0,67.95,45.32,1
Ford,SUV,LFP,RWD,304.0,185207.0,8.16,1.1,0.00892,0.6164,13.3,0.0,79.3,2018.0,86.7,25.29,0
Renault,Hatchback,NMC,FWD,637.0,178888.0,11.1,36.91,0.03088,0.8045,73.8,77.9,52.3,2015.0,55.34,38.09,1
Tesla,SUV,NCA,FWD,354.0,169444.0,5.06,29.19,0.02723,0.6461,79.2,63.3,106.6,2021.0,85.51,22.4,1
Tata,SUV,LFP,FWD,166.0,61810.0,4.99,0.2,0.01252,0.6031,26.3,7.7,42.4,2021.0,96.71,13.85,0
Mahindra,Sedan,NMC,AWD,842.0,199109.0,8.8,36.15,0.02819,0.7108,60.0,21.7,73.0,2017.0,49.59,42.67,1
Tesla,Hatchback,NMC,FWD,471.0,108453.0,5.13,21.33,0.02548,0.5323,58.4,36.7,61.7,2021.0,45.18,51.53,0
Tesla,Hatchback,NCA,RWD,1479.0,289185.0,7.09,59.07,0.04128,0.7927,92.6,42.4,133.1,2019.0,39.16,55.15,1
Nissan,SUV,LMO,RWD,566.0,271392.0,10.01,52.36,0.04248,0.9218,55.3,14.3,87.9,2016.0,96.0,31.29,1
Tesla,Sedan,NCA,FWD,669.0,233243.0,8.97,38.25,0.03777,0.6584,79.8,40.7,84.6,2017.0,72.22,53.26,1
Tesla,SUV,NMC,AWD,686.0,293763.0,10.08,,0.0295,0.10386,58.8,33.2,100.2,2016.0,89.07,34.47,1
GM,Van,NMC,FWD,345.0,140104.0,11.14,15.7,0.02669,,52.9,33.0,43.3,2015.0,93.76,45.58,0
Toyota,Hatchback,LFP,RWD,232.0,42200.0,6.93,2.14,0.01126,0.6058,35.5,61.3,22.5,2019.0,41.59,51.2,0
Nissan,SUV,LMO,FWD,448.0,192444.0,8.77,40.31,0.03646,0.7977,61.6,31.4,69.0,2017.0,85.84,44.56,0
BMW,Hatchback,NMC,FWD,775.0,136740.0,9.07,40.27,0.03279,0.7374,71.3,60.4,46.5,2017.0,37.6,48.74,1
Rivian,Truck,NCA,RWD,546.0,309351.0,9.06,35.78,0.02666,,82.0,,115.0,2017.0,113.55,44.88,1
Volvo,SUV,NMC,FWD,575.0,234224.0,11.15,26.72,0.02622,0.5883,71.2,80.7,70.4,2015.0,79.51,66.73,1
BYD,SUV,LFP,AWD,76.0,,4.08,3.77,0.01094,0.6332,23.7,38.0,25.6,2022.0,88.49,27.34,0
Volkswagen,,,RWD,1.0,19261.0,5.89,4.14,,0.6046,19.1,77.9,17.5,,61.47,52.09,0
Tesla,Sedan,NMC,FWD,513.0,152288.0,8.29,31.72,0.01723,0.7355,80.1,50.8,58.2,2018.0,59.03,41.03,1
Rivian,Crossover,NMC,RWD,1365.0,372485.0,8.98,49.42,0.03875,0.7629,66.2,63.1,139.4,2017.0,55.62,38.78,1
Hyundai,Sedan,NMC,AWD,199.0,64103.0,9.87,9.7,0.02186,0.4032,49.8,12.3,17.2,2016.0,63.83,39.33,0
MG,Crossover,NMC,AWD,1.0,24992.0,7.01,0.2,0.01401,0.3481,49.6,58.7,3.0,2019.0,81.48,49.54,0
Hyundai,Crossover,NMC,FWD,162.0,51722.0,3.81,7.06,0.01404,0.4442,59.8,12.9,48.2,2022.0,62.41,30.82,0
BYD,Sedan,LFP,RWD,118.0,35322.0,3.79,0.2,0.00887,0.6207,10.8,27.0,31.8,2022.0,58.99,43.31,0
BMW,Crossover,NMC,FWD,1040.0,361208.0,8.74,42.42,0.03792,0.7411,60.4,50.3,134.6,2017.0,73.5,48.68,1
Volvo,SUV,LFP,AWD,511.0,241941.0,6.86,8.62,0.01511,0.6694,32.4,45.1,124.1,2019.0,98.41,46.85,0
Mercedes,SUV,NMC,FWD,319.0,167988.0,10.02,13.98,0.02161,0.465,50.7,20.0,51.5,2016.0,94.84,50.04,0
Ford,Van,NMC,AWD,435.0,175410.0,9.07,24.33,0.02427,0.6698,78.6,43.0,66.5,2017.0,90.78,40.04,1
Hyundai,Sedan,NMC,FWD,518.0,227018.0,9.21,29.39,,0.6573,61.4,58.5,81.0,2017.0,75.71,34.56,1
Nissan,SUV,LMO,FWD,192.0,84851.0,2.1,28.63,0.02028,0.7329,63.5,74.8,101.6,,82.97,38.99,1
Volkswagen,Van,NMC,AWD,552.0,178754.0,11.1,30.77,0.03916,0.7025,83.7,23.2,55.9,,63.7,40.69,1
Tesla,Sedan,NMC,AWD,404.0,126681.0,3.93,32.04,0.02372,0.7887,65.0,100.0,107.4,2022.0,61.99,43.72,1
Mercedes,Hatchback,NMC,RWD,59.0,500.0,1.72,0.2,0.00539,0.3838,39.8,28.5,13.0,2024.0,49.24,41.64,0
Ford,Sedan,LFP,AWD,,199875.0,8.91,20.27,0.01853,0.9007,37.8,100.0,73.8,2017.0,71.47,71.14,1
Mahindra,Van,NMC,RWD,476.0,168367.0,,21.69,0.02561,0.5816,60.4,16.7,58.8,2017.0,75.04,28.53,0
Mahindra,Crossover,NMC,FWD,468.0,185342.0,5.15,28.43,0.03077,0.6872,62.5,46.6,128.6,2021.0,87.09,22.44,1
Kia,Hatchback,LFP,RWD,148.0,63684.0,5.25,0.49,0.01447,0.5891,19.0,16.4,40.6,2021.0,38.09,42.56,0
Nissan,Hatchback,NMC,AWD,229.0,80323.0,6.86,11.59,0.01649,0.4605,56.2,26.6,40.4,2019.0,50.03,29.54,0
Kia,Van,NMC,RWD,28.0,4468.0,4.97,0.2,0.01178,0.4198,51.1,26.0,4.7,2021.0,81.62,44.65,0
BMW,Crossover,NMC,FWD,838.0,322383.0,7.84,37.14,0.02794,0.6868,83.3,66.5,137.7,2018.0,73.14,37.93,1
Volkswagen,SUV,NMC,RWD,554.0,222590.0,7.2,35.0,0.02746,0.7802,78.3,58.7,111.1,2019.0,87.59,19.23,1
Nissan,SUV,NMC,RWD,108.0,41922.0,5.19,6.47,,0.4154,50.7,26.0,,2021.0,89.87,38.29,0
Lucid,Hatchback,NCA,RWD,678.0,175338.0,4.08,50.85,0.03172,0.8426,94.5,100.0,143.4,2022.0,49.66,45.64,1
Tesla,Hatchback,NCA,FWD,623.0,161689.0,11.03,44.27,0.03307,0.7099,90.8,75.9,47.0,2015.0,48.41,33.13,1
BYD,Sedan,,AWD,503.0,193681.0,8.09,15.2,,,,63.8,85.2,2018.0,61.0,43.77,0
Nissan,Hatchback,NMC,FWD,1493.0,450000.0,11.12,53.85,0.03112,0.8862,,52.3,191.6,2015.0,61.42,42.3,1
Tesla,,NMC,FWD,386.0,187085.0,,15.17,0.02003,0.4861,39.0,0.0,56.5,2015.0,93.08,13.21,0
BYD,Crossover,LFP,FWD,1320.0,401927.0,11.04,17.88,0.03464,0.7688,39.7,52.4,119.9,2015.0,,,1
Tesla,Hatchback,NCA,FWD,930.0,166657.0,5.11,49.29,0.03308,0.111735,92.9,49.4,100.9,2021.0,36.28,30.3,1
Mercedes,Sedan,NMC,FWD,321.0,95751.0,8.15,15.29,0.01901,,56.6,0.0,42.5,,62.18,7.44,0
Kia,Sedan,LFP,AWD,694.0,196426.0,11.04,13.89,0.0192,0.7494,28.8,47.6,60.5,2015.0,69.96,30.94,0
Renault,SUV,LMO,FWD,404.0,191545.0,9.98,37.91,0.0304,0.8108,59.6,33.5,63.4,2016.0,94.88,43.19,1
MG,Hatchback,LFP,AWD,574.0,148654.0,7.02,12.84,0.02219,0.8054,41.1,13.2,69.2,2019.0,54.5,10.88,0
Nissan,Sedan,NMC,RWD,1073.0,298320.0,11.11,41.38,0.04036,0.7104,67.9,38.7,87.0,2015.0,61.01,45.78,1
Volkswagen,Hatchback,NMC,FWD,705.0,222168.0,10.88,36.01,0.03958,0.6998,70.7,53.6,65.9,2015.0,54.8,52.12,1
Tata,Van,LFP,AWD,180.0,81824.0,4.08,0.24,0.00445,0.546,20.5,41.0,73.5,2022.0,102.4,51.56,0
Ford,Sedan,LFP,RWD,154.0,,9.05,,0.01036,0.6025,31.7,53.2,32.0,2017.0,70.48,41.85,0
Tata,,LFP,FWD,230.0,160793.0,7.03,6.75,0.01624,0.5882,21.6,27.8,68.7,2019.0,94.15,40.74,0
Toyota,Sedan,,FWD,555.0,164315.0,6.65,27.71,0.03277,,59.0,36.0,83.1,2019.0,55.66,42.63,1
Renault,Crossover,NMC,RWD,552.0,180710.0,10.8,,0.03349,,60.9,53.4,53.6,2015.0,69.51,45.08,1
Rivian,SUV,NMC,AWD,357.0,210557.0,7.94,17.68,0.02104,0.5008,54.5,19.3,87.7,2018.0,107.28,30.5,0
Ford,Van,,AWD,520.0,215683.0,8.93,30.42,0.02553,0.658,68.5,53.5,83.1,2017.0,75.4,40.97,1
Hyundai,Sedan,NMC,FWD,616.0,243945.0,8.03,37.93,,0.7546,81.9,87.3,104.1,2018.0,76.15,37.57,1
Ford,SUV,LFP,FWD,55.0,62459.0,,0.2,0.001,0.5913,16.2,11.7,75.7,2023.0,89.09,18.08,0
Tesla,Sedan,NCA,FWD,765.0,221033.0,8.71,43.22,0.02455,0.7128,95.4,35.7,86.5,2017.0,60.92,45.67,1
Renault,Van,NMC,AWD,1010.0,420366.0,11.01,,0.03094,0.7768,,30.6,131.9,2015.0,81.67,16.26,1
Mercedes,Sedan,NMC,AWD,123.0,23031.0,3.02,3.25,,0.4488,59.1,37.8,,2023.0,67.81,47.79,0
Renault,SUV,LMO,FWD,799.0,338111.0,10.84,54.84,0.04574,0.8843,63.2,54.0,102.7,2015.0,85.84,58.94,1
BMW,SUV,NMC,AWD,203.0,93957.0,2.9,,0.01653,0.6793,78.5,100.0,113.1,2023.0,84.5,33.53,1
Tata,Van,LFP,FWD,167.0,39411.0,2.92,6.15,0.01577,0.6015,30.2,49.0,21.1,2023.0,90.53,45.83,0
Tata,Hatchback,LTO,AWD,768.0,128301.0,5.63,0.2,0.01656,0.2274,4.9,17.0,76.4,2020.0,59.79,33.67,0
Tesla,SUV,NMC,RWD,89.0,46358.0,6.98,5.04,,0.4642,50.8,25.9,18.3,2019.0,91.23,31.76,0
Volkswagen,SUV,NMC,FWD,134.0,38337.0,3.14,4.62,,0.4237,53.5,39.2,35.4,2023.0,82.26,68.51,0
BMW,Sedan,NMC,RWD,555.0,202222.0,6.89,29.48,0.03325,0.6766,67.2,84.9,100.7,2019.0,64.59,54.99,0
